fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present;SiglaCombustivel;codigoTipoCombustivel
005531-0;2025;2;1;3;True;True;F;5
005538-7;2026;1;2;3;True;True;F;5
005547-6;2025;3;0;3;True;False;G;1
008250-3;2020;3;0;3;True;False;H;6
009213-4;2024;3;0;3;True;False;F;5
014109-7;2025;3;0;3;True;False;F;5
015202-1;2025;3;0;3;True;False;F;5
015212-9;2025;3;0;3;True;False;F;5
015218-8;2023;1;2;3;True;True;F;5
015243-9;2024;1;2;3;True;True;F;5
017070-4;2024;1;2;3;True;True;F;5
017070-4;2025;3;0;3;True;False;F;5
017074-7;2023;3;0;3;True;False;F;5
017075-5;2024;2;1;3;True;True;D;3
017087-9;2023;3;0;3;True;False;F;5
017088-7;2022;3;0;3;True;False;F;5
023160-6;2024;1;2;3;True;True;D;3
023161-4;2024;0;3;3;False;True;D;3
023188-6;2025;3;0;3;True;False;G;1
023189-4;2025;2;1;3;True;True;G;1
023191-6;2025;0;3;3;False;True;F;5
025196-8;2022;3;0;3;True;False;D;3
025197-6;2024;0;3;3;False;True;D;3
025267-0;2024;1;2;3;True;True;F;5
025313-8;2024;1;2;3;True;True;F;5
083019-4;2025;3;0;3;True;False;G;1
093011-3;2024;2;1;3;True;True;G;1
096002-0;2025;3;0;3;True;False;H;6
001502-4;2021;2;0;2;True;False;F;5
001505-9;2023;2;0;2;True;False;F;5
001519-9;2025;2;0;2;True;False;F;5
001538-5;2022;0;2;2;False;True;F;5
001542-3;2022;1;1;2;True;True;F;5
001556-3;2025;0;2;2;False;True;F;5
001577-6;2025;0;2;2;False;True;H;6
002144-0;2024;2;0;2;True;False;D;3
002168-7;2024;0;2;2;False;True;F;5
002200-4;2023;2;0;2;True;False;H;6
002201-2;2024;2;0;2;True;False;F;5
002207-1;2024;0;2;2;False;True;F;5
004395-8;2023;2;0;2;True;False;D;3
004397-4;2024;2;0;2;True;False;D;3
004435-0;2022;0;2;2;False;True;F;5
004498-9;2024;2;0;2;True;False;D;3
004501-2;2023;2;0;2;True;False;F;5
004502-0;2022;2;0;2;True;False;F;5
004513-6;2023;2;0;2;True;False;F;5
004517-9;2022;2;0;2;True;False;F;5
004525-0;2022;2;0;2;True;False;F;5
004540-3;2025;2;0;2;True;False;F;5
004552-7;2025;2;0;2;True;False;D;3
005484-4;2022;2;0;2;True;False;F;5
005506-9;2023;2;0;2;True;False;D;3
005526-3;2022;2;0;2;True;False;F;5
005527-1;2022;2;0;2;True;False;F;5
005531-0;2024;2;0;2;True;False;F;5
005533-6;2025;2;0;2;True;False;F;5
008259-7;2022;2;0;2;True;False;E;4
008288-0;2024;2;0;2;True;False;H;6
008302-0;2024;2;0;2;True;False;H;6
009164-2;2022;2;0;2;True;False;G;1
009164-2;2023;2;0;2;True;False;G;1
011198-8;2022;1;1;2;True;True;F;5
011198-8;2023;2;0;2;True;False;F;5
011224-0;2023;2;0;2;True;False;F;5
011224-0;2025;0;2;2;False;True;F;5
011239-9;2025;0;2;2;False;True;F;5
015165-3;2023;2;0;2;True;False;F;5
015201-3;2024;2;0;2;True;False;F;5
015202-1;2023;2;0;2;True;False;F;5
015202-1;2024;2;0;2;True;False;F;5
015205-6;2024;2;0;2;True;False;F;5
015206-4;2024;2;0;2;True;False;F;5
015208-0;2024;2;0;2;True;False;F;5
015209-9;2024;2;0;2;True;False;F;5
015217-0;2023;2;0;2;True;False;F;5
015238-2;2024;2;0;2;True;False;F;5
017074-7;2025;2;0;2;True;False;F;5
017080-1;2022;2;0;2;True;False;D;3
017098-4;2025;2;0;2;True;False;G;1
023175-4;2023;0;2;2;False;True;F;5
023180-0;2023;1;1;2;True;True;F;5
023181-9;2022;0;2;2;False;True;F;5
023181-9;2024;2;0;2;True;False;F;5
023189-4;2023;2;0;2;True;False;G;1
023189-4;2024;2;0;2;True;False;G;1
024215-2;2023;2;0;2;True;False;F;5
024245-4;2022;1;1;2;True;True;F;5
025205-0;2022;0;2;2;False;True;D;3
025266-2;2022;2;0;2;True;False;F;5
025267-0;2023;1;1;2;True;True;F;5
025279-4;2025;0;2;2;False;True;F;5
025310-3;2023;2;0;2;True;False;F;5
025319-7;2024;1;1;2;True;True;F;5
029151-0;2022;2;0;2;True;False;H;6
029158-7;2023;2;0;2;True;False;H;6
029159-5;2024;1;1;2;True;True;H;6
083016-0;2024;2;0;2;True;False;G;1
083021-6;2025;2;0;2;True;False;D;3
093010-5;2024;1;1;2;True;True;H;6
093013-0;2024;2;0;2;True;False;G;1
096003-9;2025;2;0;2;True;False;H;6
001235-1;2021;0;1;1;False;True;G;1
001461-3;2020;0;1;1;False;True;F;5
001461-3;2021;0;1;1;False;True;F;5
001505-9;2022;0;1;1;False;True;F;5
001506-7;2022;1;0;1;True;False;F;5
001527-0;2022;0;1;1;False;True;F;5
001527-0;2023;1;0;1;True;False;F;5
001527-0;2025;0;1;1;False;True;F;5
001531-8;2021;0;1;1;False;True;F;5
001532-6;2021;0;1;1;False;True;F;5
001534-2;2021;1;0;1;True;False;F;5
001549-0;2025;0;1;1;False;True;F;5
001556-3;2023;1;0;1;True;False;F;5
001562-8;2025;1;0;1;True;False;F;5
001578-4;2025;0;1;1;False;True;H;6
001586-5;2025;0;1;1;False;True;D;3
002015-0;2025;1;0;1;True;False;D;3
002111-3;2022;1;0;1;True;False;F;5
002111-3;2025;1;0;1;True;False;F;5
002141-5;2023;1;0;1;True;False;D;3
002142-3;2025;1;0;1;True;False;D;3
002144-0;2025;1;0;1;True;False;D;3
002146-6;2024;1;0;1;True;False;D;3
002182-2;2023;1;0;1;True;False;H;6
002203-9;2023;1;0;1;True;False;F;5
002217-9;2024;0;1;1;False;True;H;6
003364-2;2023;1;0;1;True;False;D;3
003481-9;2023;1;0;1;True;False;G;1
004397-4;2023;1;0;1;True;False;D;3
004413-0;2021;1;0;1;True;False;D;3
004415-6;2025;1;0;1;True;False;F;5
004417-2;2025;1;0;1;True;False;F;5
004498-9;2023;1;0;1;True;False;D;3
004500-4;2023;1;0;1;True;False;F;5
004501-2;2020;0;1;1;False;True;F;5
004512-8;2022;0;1;1;False;True;F;5
004516-0;2023;1;0;1;True;False;F;5
004519-5;2021;1;0;1;True;False;F;5
004529-2;2022;1;0;1;True;False;G;1
004529-2;2024;1;0;1;True;False;G;1
004532-2;2023;1;0;1;True;False;F;5
004533-0;2022;1;0;1;True;False;F;5
004539-0;2025;1;0;1;True;False;F;5
004540-3;2023;1;0;1;True;False;F;5
005338-4;2019;0;1;1;False;True;D;3
005408-9;2023;0;1;1;False;True;F;5
005479-8;2022;1;0;1;True;False;F;5
005483-6;2024;1;0;1;True;False;D;3
005485-2;2021;1;0;1;True;False;F;5
005493-3;2021;0;1;1;False;True;F;5
005493-3;2022;1;0;1;True;False;F;5
005506-9;2024;1;0;1;True;False;D;3
005509-3;2021;1;0;1;True;False;F;5
005510-7;2022;1;0;1;True;False;F;5
005527-1;2025;0;1;1;False;True;F;5
005528-0;2022;1;0;1;True;False;F;5
005533-6;2023;1;0;1;True;False;F;5
005535-2;2023;0;1;1;False;True;F;5
005536-0;2023;1;0;1;True;False;F;5
005536-0;2026;1;0;1;True;False;F;5
005540-9;2023;1;0;1;True;False;F;5
005546-8;2025;1;0;1;True;False;F;5
008238-4;2022;1;0;1;True;False;G;1
008238-4;2023;1;0;1;True;False;G;1
008247-3;2022;1;0;1;True;False;G;1
008247-3;2023;1;0;1;True;False;G;1
008248-1;2023;1;0;1;True;False;G;1
008249-0;2023;1;0;1;True;False;G;1
008256-2;2020;1;0;1;True;False;H;6
008260-0;2023;1;0;1;True;False;E;4
008278-3;2024;1;0;1;True;False;H;6
008279-1;2023;1;0;1;True;False;H;6
008280-5;2024;0;1;1;False;True;G;1
008282-1;2024;1;0;1;True;False;G;1
008284-8;2023;1;0;1;True;False;G;1
008284-8;2025;1;0;1;True;False;G;1
008286-4;2023;1;0;1;True;False;H;6
008288-0;2023;1;0;1;True;False;H;6
009172-3;2021;1;0;1;True;False;G;1
009225-8;2020;0;1;1;False;True;G;1
009238-0;2023;1;0;1;True;False;H;6
009266-5;2022;1;0;1;True;False;H;6
011216-0;2024;1;0;1;True;False;D;3
011216-0;2025;1;0;1;True;False;D;3
014059-7;2024;1;0;1;True;False;F;5
014102-0;2024;0;1;1;False;True;F;5
014102-0;2025;1;0;1;True;False;F;5
014105-4;2024;1;0;1;True;False;H;6
014110-0;2025;1;0;1;True;False;G;1
014111-9;2025;1;0;1;True;False;F;5
015164-5;2022;0;1;1;False;True;F;5
015168-8;2022;0;1;1;False;True;F;5
015174-2;2022;0;1;1;False;True;F;5
015178-5;2020;0;1;1;False;True;F;5
015190-4;2023;1;0;1;True;False;F;5
015191-2;2022;0;1;1;False;True;F;5
015206-4;2022;1;0;1;True;False;F;5
015206-4;2023;1;0;1;True;False;F;5
015212-9;2024;1;0;1;True;False;F;5
015214-5;2023;1;0;1;True;False;F;5
015214-5;2024;1;0;1;True;False;F;5
015215-3;2023;1;0;1;True;False;F;5
015233-1;2025;1;0;1;True;False;F;5
017034-8;2021;0;1;1;False;True;F;5
017037-2;2021;1;0;1;True;False;D;3
017074-7;2024;1;0;1;True;False;F;5
017077-1;2022;1;0;1;True;False;D;3
017086-0;2024;0;1;1;False;True;F;5
017099-2;2025;1;0;1;True;False;G;1
021442-6;2022;1;0;1;True;False;D;3
021507-4;2025;0;1;1;False;True;D;3
022178-3;2024;1;0;1;True;False;D;3
022192-9;2022;1;0;1;True;False;F;5
023161-4;2022;0;1;1;False;True;D;3
023171-1;2021;0;1;1;False;True;F;5
023175-4;2024;1;0;1;True;False;F;5
023178-9;2023;1;0;1;True;False;F;5
023180-0;2022;0;1;1;False;True;F;5
024176-8;2022;1;0;1;True;False;G;1
024249-7;2022;0;1;1;False;True;F;5
024256-0;2022;0;1;1;False;True;F;5
025196-8;2021;1;0;1;True;False;D;3
025198-4;2024;1;0;1;True;False;D;3
025198-4;2025;1;0;1;True;False;D;3
025205-0;2023;0;1;1;False;True;D;3
025205-0;2024;0;1;1;False;True;D;3
025205-0;2025;1;0;1;True;False;D;3
025267-0;2022;1;0;1;True;False;F;5
025267-0;2026;0;1;1;False;True;F;5
025279-4;2023;0;1;1;False;True;F;5
025281-6;2024;0;1;1;False;True;F;5
025289-1;2025;0;1;1;False;True;F;5
025290-5;2023;1;0;1;True;False;F;5
025303-0;2023;1;0;1;True;False;F;5
025312-0;2025;1;0;1;True;False;F;5
025313-8;2023;1;0;1;True;False;F;5
025324-3;2025;0;1;1;False;True;F;5
025329-4;2025;0;1;1;False;True;F;5
029141-2;2021;0;1;1;False;True;H;6
029155-2;2024;1;0;1;True;False;H;6
029158-7;2024;1;0;1;True;False;H;6
029159-5;2023;1;0;1;True;False;H;6
029159-5;2025;1;0;1;True;False;H;6
029160-9;2023;1;0;1;True;False;E;4
029172-2;2025;1;0;1;True;False;H;6
033180-5;2022;1;0;1;True;False;G;1
071045-8;2023;0;1;1;False;True;H;6
073029-7;2022;0;1;1;False;True;G;1
083019-4;2024;1;0;1;True;False;G;1
093004-0;2023;1;0;1;True;False;G;1
093007-5;2023;1;0;1;True;False;E;4
093010-5;2023;1;0;1;True;False;H;6
093013-0;2023;1;0;1;True;False;G;1
095005-0;2024;1;0;1;True;False;H;6
095005-0;2025;1;0;1;True;False;H;6
