fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present;SiglaCombustivel;codigoTipoCombustivel
005527-1;2024;34;19;53;True;True;F;5
005538-7;2023;4;49;53;True;True;F;5
001509-1;2024;41;11;52;True;True;F;5
005533-6;2024;34;17;51;True;True;F;5
011232-1;2025;51;0;51;True;False;F;5
004541-1;2025;49;0;49;True;False;F;5
015235-8;2024;46;0;46;True;False;F;5
001558-0;2024;39;6;45;True;True;F;5
004550-0;2025;44;0;44;True;False;D;3
005485-2;2025;37;7;44;True;True;F;5
015200-5;2025;30;14;44;True;True;F;5
017081-0;2025;43;0;43;True;False;F;5
017081-0;2023;38;4;42;True;True;F;5
001554-7;2024;33;8;41;True;True;F;5
025266-2;2023;28;13;41;True;True;F;5
004538-1;2023;40;0;40;True;False;G;1
023187-8;2024;40;0;40;True;False;G;1
005509-3;2023;38;1;39;True;True;F;5
005534-4;2024;39;0;39;True;False;F;5
005543-3;2024;10;29;39;True;True;F;5
002181-4;2024;0;37;37;False;True;F;5
004512-8;2024;37;0;37;True;False;F;5
004516-0;2024;37;0;37;True;False;F;5
015215-3;2024;37;0;37;True;False;F;5
015165-3;2024;36;0;36;True;False;F;5
025301-4;2024;36;0;36;True;False;F;5
025267-0;2025;0;34;34;False;True;F;5
004494-6;2024;31;2;33;True;True;F;5
004517-9;2023;28;5;33;True;True;F;5
001544-0;2025;14;18;32;True;True;F;5
005526-3;2023;31;0;31;True;False;F;5
005526-3;2025;27;4;31;True;True;F;5
001542-3;2023;30;0;30;True;False;F;5
025331-6;2025;8;22;30;True;True;F;5
004500-4;2024;28;1;29;True;True;F;5
005485-2;2024;26;3;29;True;True;F;5
005527-1;2023;29;0;29;True;False;F;5
014112-7;2024;29;0;29;True;False;H;6
004501-2;2025;16;10;26;True;True;F;5
015239-0;2024;23;2;25;True;True;F;5
023187-8;2025;25;0;25;True;False;G;1
005542-5;2025;24;0;24;True;False;F;5
001536-9;2025;5;18;23;True;True;F;5
017085-2;2024;8;15;23;True;True;F;5
017088-7;2023;21;1;22;True;True;F;5
001531-8;2023;16;5;21;True;True;F;5
004518-7;2023;21;0;21;True;False;F;5
004519-5;2024;0;21;21;False;True;F;5
023180-0;2024;20;1;21;True;True;F;5
025328-6;2025;15;6;21;True;True;F;5
002111-3;2023;19;1;20;True;True;F;5
004532-2;2024;20;0;20;True;False;F;5
005484-4;2024;20;0;20;True;False;F;5
005490-9;2023;7;13;20;True;True;F;5
005537-9;2024;0;20;20;False;True;F;5
002111-3;2024;6;13;19;True;True;F;5
004501-2;2024;18;1;19;True;True;F;5
004541-1;2024;19;0;19;True;False;F;5
005525-5;2025;1;18;19;True;True;F;5
005536-0;2025;10;9;19;True;True;F;5
025290-5;2024;0;19;19;False;True;F;5
025300-6;2023;19;0;19;True;False;F;5
004494-6;2023;18;0;18;True;False;F;5
005484-4;2025;16;2;18;True;True;F;5
005536-0;2024;12;6;18;True;True;F;5
015244-7;2024;17;1;18;True;True;F;5
024263-2;2024;18;0;18;True;False;F;5
001424-9;2021;1;16;17;True;True;F;5
001558-0;2025;14;2;16;True;True;F;5
014115-1;2024;16;0;16;True;False;F;5
025322-7;2024;10;6;16;True;True;F;5
001453-2;2024;13;2;15;True;True;D;3
015203-0;2025;15;0;15;True;False;F;5
017081-0;2024;14;1;15;True;True;F;5
008279-1;2024;14;0;14;True;False;H;6
015204-8;2022;14;0;14;True;False;F;5
024249-7;2024;9;5;14;True;True;F;5
005485-2;2022;12;1;13;True;True;F;5
005525-5;2023;9;4;13;True;True;F;5
015217-0;2024;8;5;13;True;True;F;5
025300-6;2024;13;0;13;True;False;F;5
001526-1;2022;8;4;12;True;True;F;5
001530-0;2023;12;0;12;True;False;F;5
001538-5;2023;12;0;12;True;False;F;5
004540-3;2024;12;0;12;True;False;F;5
005542-5;2024;6;6;12;True;True;F;5
017080-1;2024;12;0;12;True;False;D;3
017082-8;2025;12;0;12;True;False;F;5
023186-0;2024;10;2;12;True;True;F;5
015237-4;2024;10;1;11;True;True;F;5
015237-4;2025;7;4;11;True;True;F;5
004413-0;2023;3;7;10;True;True;D;3
005508-5;2022;10;0;10;True;False;F;5
005510-7;2023;8;2;10;True;True;F;5
014059-7;2024;10;0;10;True;False;F;5
014116-0;2024;10;0;10;True;False;F;5
015200-5;2024;10;0;10;True;False;F;5
015243-9;2025;7;3;10;True;True;F;5
001453-2;2023;9;0;9;True;False;D;3
001453-2;2025;4;5;9;True;True;D;3
001557-1;2024;8;1;9;True;True;F;5
004395-8;2024;9;0;9;True;False;D;3
004515-2;2025;7;2;9;True;True;F;5
004522-5;2023;9;0;9;True;False;F;5
005526-3;2021;9;0;9;True;False;F;5
005534-4;2025;6;3;9;True;True;F;5
009172-3;2022;7;2;9;True;True;G;1
015218-8;2024;9;0;9;True;False;F;5
017070-4;2023;7;2;9;True;True;F;5
017085-2;2023;9;0;9;True;False;F;5
025325-1;2025;1;8;9;True;True;F;5
002203-9;2024;5;3;8;True;True;F;5
002015-0;2024;1;6;7;True;True;D;3
004512-8;2023;7;0;7;True;False;F;5
004515-2;2023;7;0;7;True;False;F;5
011223-2;2023;3;4;7;True;True;F;5
011226-7;2024;3;4;7;True;True;F;5
015165-3;2023;7;0;7;True;False;F;5
015233-1;2024;7;0;7;True;False;F;5
015238-2;2024;7;0;7;True;False;F;5
017035-6;2021;6;1;7;True;True;F;5
017080-1;2023;7;0;7;True;False;D;3
017082-8;2023;7;0;7;True;False;F;5
017082-8;2024;7;0;7;True;False;F;5
023160-6;2025;7;0;7;True;False;D;3
023187-8;2023;7;0;7;True;False;G;1
025313-8;2024;7;0;7;True;False;F;5
096002-0;2025;7;0;7;True;False;H;6
001461-3;2022;4;2;6;True;True;F;5
001509-1;2022;3;3;6;True;True;F;5
001554-7;2023;6;0;6;True;False;F;5
001556-3;2024;6;0;6;True;False;F;5
001561-0;2025;1;5;6;True;True;F;5
004500-4;2025;6;0;6;True;False;F;5
004504-7;2023;6;0;6;True;False;F;5
004532-2;2023;6;0;6;True;False;F;5
005528-0;2022;6;0;6;True;False;F;5
005534-4;2023;6;0;6;True;False;F;5
008289-9;2024;6;0;6;True;False;G;1
011224-0;2024;3;3;6;True;True;F;5
015243-9;2024;5;1;6;True;True;F;5
017070-4;2025;5;1;6;True;True;F;5
017075-5;2022;5;1;6;True;True;D;3
024264-0;2023;4;2;6;True;True;F;5
001494-0;2026;0;5;5;False;True;F;5
002111-3;2022;5;0;5;True;False;F;5
004513-6;2023;5;0;5;True;False;F;5
004519-5;2025;4;1;5;True;True;F;5
004529-2;2023;5;0;5;True;False;G;1
004542-0;2025;5;0;5;True;False;F;5
005526-3;2022;5;0;5;True;False;F;5
015190-4;2024;5;0;5;True;False;F;5
025267-0;2023;5;0;5;True;False;F;5
025313-8;2023;5;0;5;True;False;F;5
001505-9;2023;3;1;4;True;True;F;5
001519-9;2025;3;1;4;True;True;F;5
001537-7;2022;3;1;4;True;True;F;5
001544-0;2023;3;1;4;True;True;F;5
001558-0;2023;4;0;4;True;False;F;5
002142-3;2024;4;0;4;True;False;D;3
002168-7;2023;4;0;4;True;False;F;5
004500-4;2023;4;0;4;True;False;F;5
004502-0;2022;3;1;4;True;True;F;5
005491-7;2022;4;0;4;True;False;F;5
005532-8;2023;4;0;4;True;False;D;3
005537-9;2025;4;0;4;True;False;F;5
005547-6;2025;4;0;4;True;False;G;1
008256-2;2024;4;0;4;True;False;H;6
015218-8;2023;3;1;4;True;True;F;5
015242-0;2024;4;0;4;True;False;F;5
017087-9;2024;1;3;4;True;True;F;5
017088-7;2022;2;2;4;True;True;F;5
023181-9;2024;4;0;4;True;False;F;5
023189-4;2025;3;1;4;True;True;G;1
024249-7;2023;4;0;4;True;False;F;5
025197-6;2024;0;4;4;False;True;D;3
029159-5;2023;4;0;4;True;False;H;6
001461-3;2021;1;2;3;True;True;F;5
001494-0;2022;3;0;3;True;False;F;5
001505-9;2022;1;2;3;True;True;F;5
001531-8;2021;2;1;3;True;True;F;5
001556-3;2025;0;3;3;False;True;F;5
001557-1;2025;0;3;3;False;True;F;5
001579-2;2025;0;3;3;False;True;H;6
002144-0;2024;3;0;3;True;False;D;3
002168-7;2024;0;3;3;False;True;F;5
003363-4;2023;3;0;3;True;False;D;3
004470-9;2023;3;0;3;True;False;F;5
004511-0;2025;0;3;3;False;True;F;5
004512-8;2025;3;0;3;True;False;F;5
004529-2;2024;3;0;3;True;False;G;1
004538-1;2024;3;0;3;True;False;G;1
004540-3;2025;3;0;3;True;False;F;5
004542-0;2024;3;0;3;True;False;F;5
004552-7;2025;0;3;3;False;True;D;3
005408-9;2023;0;3;3;False;True;F;5
005484-4;2023;3;0;3;True;False;F;5
005547-6;2024;3;0;3;True;False;G;1
008250-3;2020;3;0;3;True;False;H;6
008275-9;2024;3;0;3;True;False;H;6
008287-2;2023;2;1;3;True;True;H;6
009164-2;2024;3;0;3;True;False;G;1
009213-4;2024;3;0;3;True;False;F;5
011198-8;2022;3;0;3;True;False;F;5
011224-0;2023;2;1;3;True;True;F;5
011230-5;2025;3;0;3;True;False;F;5
011235-6;2025;0;3;3;False;True;F;5
015174-2;2022;2;1;3;True;True;F;5
015202-1;2024;3;0;3;True;False;F;5
015206-4;2024;3;0;3;True;False;F;5
015213-7;2024;3;0;3;True;False;F;5
015214-5;2024;3;0;3;True;False;F;5
017070-4;2024;0;3;3;False;True;F;5
017075-5;2023;3;0;3;True;False;D;3
017081-0;2022;3;0;3;True;False;F;5
025196-8;2022;3;0;3;True;False;D;3
025266-2;2022;3;0;3;True;False;F;5
025279-4;2025;0;3;3;False;True;F;5
025319-7;2024;3;0;3;True;False;F;5
096003-9;2025;3;0;3;True;False;H;6
001527-0;2024;2;0;2;True;False;F;5
001527-0;2025;0;2;2;False;True;F;5
001537-7;2025;0;2;2;False;True;F;5
001542-3;2022;0;2;2;False;True;F;5
001553-9;2023;2;0;2;True;False;F;5
001555-5;2024;2;0;2;True;False;F;5
002112-1;2023;2;0;2;True;False;F;5
002182-2;2023;2;0;2;True;False;H;6
002182-2;2024;2;0;2;True;False;H;6
002201-2;2023;2;0;2;True;False;F;5
002207-1;2023;2;0;2;True;False;F;5
003421-5;2023;2;0;2;True;False;D;3
004415-6;2025;2;0;2;True;False;F;5
004514-4;2024;1;1;2;True;True;F;5
004514-4;2025;2;0;2;True;False;F;5
004517-9;2022;2;0;2;True;False;F;5
004525-0;2022;2;0;2;True;False;F;5
005459-3;2023;2;0;2;True;False;F;5
005509-3;2021;2;0;2;True;False;F;5
005510-7;2022;2;0;2;True;False;F;5
005527-1;2022;2;0;2;True;False;F;5
005531-0;2023;1;1;2;True;True;F;5
005531-0;2024;1;1;2;True;True;F;5
005546-8;2025;2;0;2;True;False;F;5
008259-7;2022;2;0;2;True;False;E;4
008278-3;2024;2;0;2;True;False;H;6
008279-1;2023;2;0;2;True;False;H;6
008285-6;2023;1;1;2;True;True;H;6
008302-0;2024;2;0;2;True;False;H;6
009254-1;2022;2;0;2;True;False;E;4
011197-0;2024;2;0;2;True;False;F;5
011216-0;2024;1;1;2;True;True;D;3
011224-0;2025;0;2;2;False;True;F;5
015176-9;2022;2;0;2;True;False;F;5
015205-6;2024;2;0;2;True;False;F;5
015212-9;2024;2;0;2;True;False;F;5
015214-5;2023;2;0;2;True;False;F;5
015217-0;2023;2;0;2;True;False;F;5
017034-8;2021;0;2;2;False;True;F;5
017070-4;2022;2;0;2;True;False;F;5
017074-7;2025;2;0;2;True;False;F;5
017075-5;2024;0;2;2;False;True;D;3
017083-6;2023;2;0;2;True;False;D;3
017083-6;2025;2;0;2;True;False;D;3
017098-4;2025;2;0;2;True;False;G;1
022178-3;2024;2;0;2;True;False;D;3
023178-9;2023;1;1;2;True;True;F;5
023188-6;2025;2;0;2;True;False;G;1
024245-4;2022;1;1;2;True;True;F;5
025196-8;2023;2;0;2;True;False;D;3
025267-0;2024;1;1;2;True;True;F;5
025307-3;2022;1;1;2;True;True;F;5
025311-1;2025;2;0;2;True;False;F;5
025313-8;2025;2;0;2;True;False;F;5
029155-2;2024;2;0;2;True;False;H;6
029158-7;2023;1;1;2;True;True;H;6
083019-4;2024;2;0;2;True;False;G;1
001487-7;2022;1;0;1;True;False;D;3
001508-3;2022;1;0;1;True;False;F;5
001509-1;2026;0;1;1;False;True;F;5
001519-9;2024;1;0;1;True;False;F;5
001526-1;2021;0;1;1;False;True;F;5
001537-7;2023;1;0;1;True;False;F;5
001537-7;2024;0;1;1;False;True;F;5
001539-3;2024;1;0;1;True;False;F;5
001539-3;2025;1;0;1;True;False;F;5
001543-1;2022;0;1;1;False;True;F;5
001543-1;2023;0;1;1;False;True;F;5
001545-8;2025;1;0;1;True;False;F;5
001550-4;2023;1;0;1;True;False;D;3
001552-0;2023;1;0;1;True;False;F;5
001557-1;2023;1;0;1;True;False;F;5
001562-8;2024;1;0;1;True;False;F;5
001577-6;2025;0;1;1;False;True;H;6
001578-4;2025;0;1;1;False;True;H;6
001589-0;2026;0;1;1;False;True;F;5
002015-0;2025;1;0;1;True;False;D;3
002169-5;2023;1;0;1;True;False;F;5
002181-4;2023;1;0;1;True;False;F;5
002183-0;2025;0;1;1;False;True;H;6
002200-4;2023;1;0;1;True;False;H;6
002200-4;2024;0;1;1;False;True;H;6
002200-4;2025;1;0;1;True;False;H;6
002201-2;2024;1;0;1;True;False;F;5
002203-9;2023;1;0;1;True;False;F;5
002204-7;2023;1;0;1;True;False;H;6
002204-7;2024;1;0;1;True;False;H;6
002207-1;2024;0;1;1;False;True;F;5
003481-9;2023;1;0;1;True;False;G;1
003481-9;2024;1;0;1;True;False;G;1
003484-3;2026;0;1;1;False;True;D;3
004397-4;2023;1;0;1;True;False;D;3
004413-0;2021;1;0;1;True;False;D;3
004470-9;2022;1;0;1;True;False;F;5
004490-3;2024;0;1;1;False;True;F;5
004498-9;2023;1;0;1;True;False;D;3
004501-2;2023;1;0;1;True;False;F;5
004502-0;2021;0;1;1;False;True;F;5
004512-8;2022;0;1;1;False;True;F;5
004517-9;2021;0;1;1;False;True;F;5
004518-7;2022;1;0;1;True;False;F;5
004526-8;2025;0;1;1;False;True;F;5
004529-2;2022;1;0;1;True;False;G;1
004533-0;2022;1;0;1;True;False;F;5
004539-0;2025;1;0;1;True;False;F;5
004540-3;2023;1;0;1;True;False;F;5
005338-4;2019;0;1;1;False;True;D;3
005459-3;2022;1;0;1;True;False;F;5
005479-8;2022;1;0;1;True;False;F;5
005483-6;2024;1;0;1;True;False;D;3
005485-2;2023;1;0;1;True;False;F;5
005489-5;2019;1;0;1;True;False;G;1
005489-5;2021;1;0;1;True;False;G;1
005493-3;2022;1;0;1;True;False;F;5
005508-5;2021;1;0;1;True;False;F;5
005509-3;2022;1;0;1;True;False;F;5
005509-3;2026;0;1;1;False;True;F;5
005531-0;2025;1;0;1;True;False;F;5
005535-2;2023;1;0;1;True;False;F;5
005540-9;2023;0;1;1;False;True;F;5
005544-1;2024;0;1;1;False;True;F;5
005544-1;2025;0;1;1;False;True;F;5
008238-4;2022;1;0;1;True;False;G;1
008238-4;2024;1;0;1;True;False;G;1
008250-3;2021;1;0;1;True;False;H;6
008256-2;2020;1;0;1;True;False;H;6
008260-0;2023;1;0;1;True;False;E;4
008282-1;2024;1;0;1;True;False;G;1
008288-0;2023;1;0;1;True;False;H;6
008288-0;2024;1;0;1;True;False;H;6
009164-2;2022;1;0;1;True;False;G;1
009164-2;2023;1;0;1;True;False;G;1
009165-0;2024;0;1;1;False;True;G;1
009236-3;2022;1;0;1;True;False;G;1
009262-2;2022;1;0;1;True;False;H;6
009266-5;2022;0;1;1;False;True;H;6
009272-0;2023;1;0;1;True;False;H;6
011195-3;2022;0;1;1;False;True;F;5
011198-8;2023;1;0;1;True;False;F;5
011216-0;2022;0;1;1;False;True;D;3
011216-0;2023;1;0;1;True;False;D;3
014102-0;2024;1;0;1;True;False;F;5
014103-8;2021;1;0;1;True;False;F;5
014108-9;2024;1;0;1;True;False;F;5
015164-5;2022;1;0;1;True;False;F;5
015168-8;2022;1;0;1;True;False;F;5
015170-0;2022;0;1;1;False;True;F;5
015190-4;2023;1;0;1;True;False;F;5
015200-5;2023;1;0;1;True;False;F;5
015201-3;2024;1;0;1;True;False;F;5
015202-1;2023;1;0;1;True;False;F;5
015206-4;2022;1;0;1;True;False;F;5
015206-4;2023;1;0;1;True;False;F;5
015208-0;2023;1;0;1;True;False;F;5
015216-1;2024;1;0;1;True;False;F;5
015238-2;2025;1;0;1;True;False;F;5
015249-8;2025;1;0;1;True;False;G;1
017035-6;2020;0;1;1;False;True;F;5
017074-7;2023;1;0;1;True;False;F;5
017077-1;2024;0;1;1;False;True;D;3
017077-1;2025;0;1;1;False;True;D;3
017083-6;2024;1;0;1;True;False;D;3
017086-0;2024;0;1;1;False;True;F;5
017099-2;2025;1;0;1;True;False;G;1
021438-8;2022;1;0;1;True;False;D;3
021442-6;2022;1;0;1;True;False;D;3
022164-3;2023;0;1;1;False;True;D;3
022167-8;2023;1;0;1;True;False;D;3
023174-6;2024;1;0;1;True;False;F;5
023175-4;2023;0;1;1;False;True;F;5
023175-4;2024;1;0;1;True;False;F;5
023180-0;2023;1;0;1;True;False;F;5
023189-4;2023;1;0;1;True;False;G;1
023191-6;2025;0;1;1;False;True;F;5
023192-4;2025;0;1;1;False;True;F;5
025196-8;2021;1;0;1;True;False;D;3
025196-8;2025;1;0;1;True;False;D;3
025205-0;2023;0;1;1;False;True;D;3
025205-0;2024;0;1;1;False;True;D;3
025205-0;2025;0;1;1;False;True;D;3
025266-2;2021;1;0;1;True;False;F;5
025279-4;2022;1;0;1;True;False;F;5
025279-4;2023;1;0;1;True;False;F;5
025289-1;2023;0;1;1;False;True;F;5
025290-5;2023;1;0;1;True;False;F;5
025303-0;2023;1;0;1;True;False;F;5
025310-3;2023;1;0;1;True;False;F;5
025312-0;2024;1;0;1;True;False;F;5
025312-0;2025;1;0;1;True;False;F;5
025319-7;2023;1;0;1;True;False;F;5
025324-3;2025;1;0;1;True;False;F;5
029133-1;2022;1;0;1;True;False;H;6
029148-0;2022;0;1;1;False;True;H;6
029155-2;2023;0;1;1;False;True;H;6
029157-9;2024;1;0;1;True;False;H;6
029158-7;2024;1;0;1;True;False;H;6
029159-5;2024;1;0;1;True;False;H;6
033180-5;2022;1;0;1;True;False;G;1
083015-1;2024;1;0;1;True;False;D;3
083021-6;2025;1;0;1;True;False;D;3
093004-0;2023;1;0;1;True;False;G;1
093008-3;2024;0;1;1;False;True;H;6
093010-5;2024;1;0;1;True;False;H;6
093013-0;2023;1;0;1;True;False;G;1
093013-0;2024;0;1;1;False;True;G;1
095005-0;2025;1;0;1;True;False;H;6
600005;2023;0;1;1;False;True;;
600005;2025;0;1;1;False;True;;
