fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present;SiglaCombustivel;codigoTipoCombustivel
004395-8;2024;7;0;7;True;False;D;3
004514-4;2025;7;0;7;True;False;F;5
005509-3;2022;7;0;7;True;False;F;5
005537-9;2025;5;2;7;True;True;F;5
005542-5;2024;3;4;7;True;True;F;5
011223-2;2023;2;5;7;True;True;F;5
014116-0;2024;7;0;7;True;False;F;5
015237-4;2024;7;0;7;True;False;F;5
017074-7;2023;7;0;7;True;False;F;5
017085-2;2023;7;0;7;True;False;F;5
001556-3;2024;5;1;6;True;True;F;5
005459-3;2023;6;0;6;True;False;F;5
005510-7;2023;2;4;6;True;True;F;5
008289-9;2024;6;0;6;True;False;G;1
015251-0;2026;0;6;6;False;True;F;5
017082-8;2024;6;0;6;True;False;F;5
001509-1;2022;2;3;5;True;True;F;5
001519-9;2024;2;3;5;True;True;F;5
001557-1;2024;5;0;5;True;False;F;5
002182-2;2024;5;0;5;True;False;H;6
002203-9;2024;5;0;5;True;False;F;5
004504-7;2023;5;0;5;True;False;F;5
004542-0;2024;5;0;5;True;False;F;5
004552-7;2025;5;0;5;True;False;D;3
005525-5;2026;0;5;5;False;True;F;5
005534-4;2025;4;1;5;True;True;F;5
005547-6;2024;5;0;5;True;False;G;1
008256-2;2024;5;0;5;True;False;H;6
009164-2;2024;5;0;5;True;False;G;1
015190-4;2024;4;1;5;True;True;F;5
015213-7;2024;5;0;5;True;False;F;5
015238-2;2024;5;0;5;True;False;F;5
017070-4;2022;5;0;5;True;False;F;5
017070-4;2023;5;0;5;True;False;F;5
017087-9;2023;5;0;5;True;False;F;5
017087-9;2024;3;2;5;True;True;F;5
025300-6;2024;5;0;5;True;False;F;5
025325-1;2025;0;5;5;False;True;F;5
002142-3;2024;4;0;4;True;False;D;3
002144-0;2024;4;0;4;True;False;D;3
002201-2;2024;3;1;4;True;True;F;5
004512-8;2025;4;0;4;True;False;F;5
004519-5;2025;4;0;4;True;False;F;5
004522-5;2023;4;0;4;True;False;F;5
005484-4;2023;4;0;4;True;False;F;5
005489-5;2021;4;0;4;True;False;G;1
005526-3;2022;4;0;4;True;False;F;5
008275-9;2024;4;0;4;True;False;H;6
009164-2;2023;4;0;4;True;False;G;1
015165-3;2023;4;0;4;True;False;F;5
015202-1;2025;4;0;4;True;False;F;5
015206-4;2024;4;0;4;True;False;F;5
015217-0;2023;4;0;4;True;False;F;5
015242-0;2024;4;0;4;True;False;F;5
015243-9;2024;2;2;4;True;True;F;5
017070-4;2024;1;3;4;True;True;F;5
017070-4;2025;4;0;4;True;False;F;5
017080-1;2024;4;0;4;True;False;D;3
017081-0;2022;4;0;4;True;False;F;5
023181-9;2024;4;0;4;True;False;F;5
023191-6;2025;0;4;4;False;True;F;5
024264-0;2023;2;2;4;True;True;F;5
025313-8;2023;4;0;4;True;False;F;5
083015-1;2024;4;0;4;True;False;D;3
001527-0;2024;3;0;3;True;False;F;5
001553-9;2023;3;0;3;True;False;F;5
001556-3;2023;3;0;3;True;False;F;5
002112-1;2023;3;0;3;True;False;F;5
004470-9;2023;3;0;3;True;False;F;5
004511-0;2025;0;3;3;False;True;F;5
004516-0;2023;3;0;3;True;False;F;5
004532-2;2023;3;0;3;True;False;F;5
004538-1;2024;3;0;3;True;False;G;1
005508-5;2021;3;0;3;True;False;F;5
005510-7;2026;0;3;3;False;True;F;5
005526-3;2021;3;0;3;True;False;F;5
005527-1;2022;3;0;3;True;False;F;5
005538-7;2026;0;3;3;False;True;F;5
005547-6;2025;3;0;3;True;False;G;1
008287-2;2023;1;2;3;True;True;H;6
009213-4;2024;3;0;3;True;False;F;5
011198-8;2022;1;2;3;True;True;F;5
011226-7;2024;2;1;3;True;True;F;5
015202-1;2024;3;0;3;True;False;F;5
015208-0;2024;3;0;3;True;False;F;5
015212-9;2025;3;0;3;True;False;F;5
017075-5;2022;3;0;3;True;False;D;3
017075-5;2024;2;1;3;True;True;D;3
017083-6;2024;3;0;3;True;False;D;3
017083-6;2025;3;0;3;True;False;D;3
023178-9;2023;3;0;3;True;False;F;5
023188-6;2025;3;0;3;True;False;G;1
023189-4;2025;2;1;3;True;True;G;1
025266-2;2026;2;1;3;True;True;F;5
025267-0;2024;1;2;3;True;True;F;5
025313-8;2024;1;2;3;True;True;F;5
025319-7;2024;2;1;3;True;True;F;5
025324-3;2025;1;2;3;True;True;F;5
083019-4;2025;3;0;3;True;False;G;1
096002-0;2025;3;0;3;True;False;H;6
001461-3;2022;2;0;2;True;False;F;5
001519-9;2025;2;0;2;True;False;F;5
001542-3;2022;1;1;2;True;True;F;5
001544-0;2023;2;0;2;True;False;F;5
001556-3;2025;0;2;2;False;True;F;5
001557-1;2023;2;0;2;True;False;F;5
002015-0;2024;0;2;2;False;True;D;3
002200-4;2023;2;0;2;True;False;H;6
002203-9;2023;2;0;2;True;False;F;5
002204-7;2025;2;0;2;True;False;H;6
002207-1;2024;0;2;2;False;True;F;5
003421-5;2023;2;0;2;True;False;D;3
004395-8;2023;2;0;2;True;False;D;3
004397-4;2024;2;0;2;True;False;D;3
004413-0;2023;2;0;2;True;False;D;3
004498-9;2024;2;0;2;True;False;D;3
004501-2;2023;2;0;2;True;False;F;5
004502-0;2022;2;0;2;True;False;F;5
004513-6;2023;2;0;2;True;False;F;5
004517-9;2022;2;0;2;True;False;F;5
004529-2;2023;2;0;2;True;False;G;1
004540-3;2025;2;0;2;True;False;F;5
005493-3;2022;2;0;2;True;False;F;5
005506-9;2023;2;0;2;True;False;D;3
005509-3;2021;2;0;2;True;False;F;5
005528-0;2022;2;0;2;True;False;F;5
005531-0;2024;2;0;2;True;False;F;5
005531-0;2025;1;1;2;True;True;F;5
005533-6;2025;2;0;2;True;False;F;5
008250-3;2020;2;0;2;True;False;H;6
008259-7;2022;2;0;2;True;False;E;4
008288-0;2024;2;0;2;True;False;H;6
008302-0;2024;2;0;2;True;False;H;6
009164-2;2022;2;0;2;True;False;G;1
011211-9;2022;0;2;2;False;True;F;5
011224-0;2023;2;0;2;True;False;F;5
014059-7;2024;2;0;2;True;False;F;5
014110-0;2025;2;0;2;True;False;G;1
015190-4;2022;0;2;2;False;True;F;5
015190-4;2023;2;0;2;True;False;F;5
015201-3;2024;2;0;2;True;False;F;5
015214-5;2024;2;0;2;True;False;F;5
017034-8;2021;1;1;2;True;True;F;5
017037-2;2021;1;1;2;True;True;D;3
017074-7;2025;2;0;2;True;False;F;5
017088-7;2022;2;0;2;True;False;F;5
022178-3;2024;2;0;2;True;False;D;3
023160-6;2024;1;1;2;True;True;D;3
023161-4;2024;0;2;2;False;True;D;3
023175-4;2023;0;2;2;False;True;F;5
023175-4;2024;1;1;2;True;True;F;5
023180-0;2023;1;1;2;True;True;F;5
023189-4;2023;2;0;2;True;False;G;1
024245-4;2022;1;1;2;True;True;F;5
024249-7;2022;0;2;2;False;True;F;5
025197-6;2024;0;2;2;False;True;D;3
025205-0;2022;0;2;2;False;True;D;3
025267-0;2023;2;0;2;True;False;F;5
025290-5;2023;2;0;2;True;False;F;5
025310-3;2023;2;0;2;True;False;F;5
025329-4;2025;0;2;2;False;True;F;5
083016-0;2024;2;0;2;True;False;G;1
093013-0;2024;2;0;2;True;False;G;1
096003-9;2025;2;0;2;True;False;H;6
001453-2;2022;1;0;1;True;False;D;3
001502-4;2021;1;0;1;True;False;F;5
001505-9;2023;1;0;1;True;False;F;5
001527-0;2023;1;0;1;True;False;F;5
001531-8;2021;0;1;1;False;True;F;5
001531-8;2022;1;0;1;True;False;F;5
001532-6;2021;1;0;1;True;False;F;5
001537-7;2022;1;0;1;True;False;F;5
001537-7;2023;1;0;1;True;False;F;5
001537-7;2024;0;1;1;False;True;F;5
001538-5;2022;0;1;1;False;True;F;5
001539-3;2025;1;0;1;True;False;F;5
001549-0;2024;0;1;1;False;True;F;5
001550-4;2024;1;0;1;True;False;D;3
001557-1;2025;0;1;1;False;True;F;5
001577-6;2025;0;1;1;False;True;H;6
001578-4;2025;0;1;1;False;True;H;6
001579-2;2025;0;1;1;False;True;H;6
001586-5;2025;0;1;1;False;True;D;3
002015-0;2025;1;0;1;True;False;D;3
002111-3;2022;1;0;1;True;False;F;5
002112-1;2024;1;0;1;True;False;F;5
002141-5;2023;1;0;1;True;False;D;3
002144-0;2025;1;0;1;True;False;D;3
002146-6;2024;1;0;1;True;False;D;3
002204-7;2024;1;0;1;True;False;H;6
002207-1;2023;1;0;1;True;False;F;5
002217-9;2024;0;1;1;False;True;H;6
003364-2;2023;1;0;1;True;False;D;3
004397-4;2023;1;0;1;True;False;D;3
004413-0;2021;1;0;1;True;False;D;3
004415-6;2025;1;0;1;True;False;F;5
004417-2;2025;1;0;1;True;False;F;5
004464-4;2024;1;0;1;True;False;D;3
004498-9;2023;1;0;1;True;False;D;3
004508-0;2021;0;1;1;False;True;F;5
004512-8;2022;0;1;1;False;True;F;5
004525-0;2022;1;0;1;True;False;F;5
004529-2;2022;1;0;1;True;False;G;1
004529-2;2024;1;0;1;True;False;G;1
004533-0;2022;1;0;1;True;False;F;5
004539-0;2025;1;0;1;True;False;F;5
004540-3;2023;1;0;1;True;False;F;5
005338-4;2019;0;1;1;False;True;D;3
005408-9;2023;0;1;1;False;True;F;5
005479-8;2022;1;0;1;True;False;F;5
005483-6;2024;1;0;1;True;False;D;3
005484-4;2022;1;0;1;True;False;F;5
005485-2;2021;1;0;1;True;False;F;5
005506-9;2024;1;0;1;True;False;D;3
005510-7;2022;1;0;1;True;False;F;5
005527-1;2025;0;1;1;False;True;F;5
005531-0;2023;0;1;1;False;True;F;5
005533-6;2023;0;1;1;False;True;F;5
005535-2;2023;0;1;1;False;True;F;5
005540-9;2023;1;0;1;True;False;F;5
005542-5;2023;0;1;1;False;True;F;5
005546-8;2025;1;0;1;True;False;F;5
008238-4;2022;1;0;1;True;False;G;1
008238-4;2023;1;0;1;True;False;G;1
008247-3;2022;1;0;1;True;False;G;1
008248-1;2023;1;0;1;True;False;G;1
008249-0;2023;1;0;1;True;False;G;1
008256-2;2020;1;0;1;True;False;H;6
008260-0;2023;1;0;1;True;False;E;4
008278-3;2024;1;0;1;True;False;H;6
008279-1;2023;1;0;1;True;False;H;6
008282-1;2024;1;0;1;True;False;G;1
008284-8;2023;1;0;1;True;False;G;1
008286-4;2023;1;0;1;True;False;H;6
008288-0;2023;1;0;1;True;False;H;6
009236-3;2023;1;0;1;True;False;G;1
009272-0;2023;1;0;1;True;False;H;6
011198-8;2023;1;0;1;True;False;F;5
011216-0;2024;1;0;1;True;False;D;3
011216-0;2025;1;0;1;True;False;D;3
011224-0;2024;1;0;1;True;False;F;5
011224-0;2025;0;1;1;False;True;F;5
014102-0;2024;0;1;1;False;True;F;5
014102-0;2025;1;0;1;True;False;F;5
014105-4;2024;1;0;1;True;False;H;6
014111-9;2025;1;0;1;True;False;F;5
015168-8;2022;0;1;1;False;True;F;5
015191-2;2022;0;1;1;False;True;F;5
015200-5;2023;1;0;1;True;False;F;5
015202-1;2023;1;0;1;True;False;F;5
015205-6;2024;1;0;1;True;False;F;5
015206-4;2023;1;0;1;True;False;F;5
015209-9;2024;1;0;1;True;False;F;5
015212-9;2024;1;0;1;True;False;F;5
015214-5;2023;1;0;1;True;False;F;5
015218-8;2023;1;0;1;True;False;F;5
015233-1;2024;1;0;1;True;False;F;5
015233-1;2025;1;0;1;True;False;F;5
015249-8;2025;1;0;1;True;False;G;1
017074-7;2024;1;0;1;True;False;F;5
017086-0;2023;1;0;1;True;False;F;5
017086-0;2024;0;1;1;False;True;F;5
017098-4;2025;1;0;1;True;False;G;1
021442-6;2022;1;0;1;True;False;D;3
021507-4;2025;0;1;1;False;True;D;3
023161-4;2022;0;1;1;False;True;D;3
023180-0;2022;0;1;1;False;True;F;5
023189-4;2024;1;0;1;True;False;G;1
024215-2;2023;1;0;1;True;False;F;5
024251-9;2022;0;1;1;False;True;F;5
024256-0;2022;0;1;1;False;True;F;5
024260-8;2023;1;0;1;True;False;D;3
025182-8;2020;1;0;1;True;False;F;5
025196-8;2021;1;0;1;True;False;D;3
025196-8;2022;1;0;1;True;False;D;3
025205-0;2023;0;1;1;False;True;D;3
025205-0;2024;0;1;1;False;True;D;3
025205-0;2025;1;0;1;True;False;D;3
025266-2;2022;1;0;1;True;False;F;5
025301-4;2023;1;0;1;True;False;F;5
025303-0;2023;1;0;1;True;False;F;5
025313-8;2025;1;0;1;True;False;F;5
029132-3;2021;0;1;1;False;True;H;6
029148-0;2022;0;1;1;False;True;H;6
029153-6;2024;0;1;1;False;True;H;6
029155-2;2024;1;0;1;True;False;H;6
029157-9;2023;1;0;1;True;False;H;6
029157-9;2024;1;0;1;True;False;H;6
029158-7;2023;1;0;1;True;False;H;6
029158-7;2024;1;0;1;True;False;H;6
029159-5;2023;1;0;1;True;False;H;6
029159-5;2024;0;1;1;False;True;H;6
029159-5;2025;1;0;1;True;False;H;6
029168-4;2025;1;0;1;True;False;H;6
071045-8;2023;0;1;1;False;True;H;6
073029-7;2022;0;1;1;False;True;G;1
083019-4;2024;1;0;1;True;False;G;1
083021-6;2025;1;0;1;True;False;D;3
093004-0;2023;1;0;1;True;False;G;1
093010-5;2023;1;0;1;True;False;H;6
093011-3;2024;0;1;1;False;True;G;1
093012-1;2023;1;0;1;True;False;H;6
093013-0;2023;1;0;1;True;False;G;1
095005-0;2023;1;0;1;True;False;H;6
095005-0;2024;1;0;1;True;False;H;6
600005;2024;0;1;1;False;True;;
