fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
015214-5;2023;4;0;4;True;False
017070-4;2024;1;3;4;True;True
022164-3;2023;1;3;4;True;True
024249-7;2023;4;0;4;True;False
025301-4;2023;4;0;4;True;False
025311-1;2025;4;0;4;True;False
083015-1;2024;4;0;4;True;False
001531-8;2021;1;2;3;True;True
001557-1;2024;3;0;3;True;False
002183-0;2024;2;1;3;True;True
002207-1;2024;0;3;3;False;True
004500-4;2023;3;0;3;True;False
004529-2;2023;3;0;3;True;False
004532-2;2023;3;0;3;True;False
004540-3;2025;3;0;3;True;False
004542-0;2024;3;0;3;True;False
005484-4;2023;3;0;3;True;False
005527-1;2022;3;0;3;True;False
005542-5;2023;3;0;3;True;False
008250-3;2020;3;0;3;True;False
008256-2;2024;3;0;3;True;False
011198-8;2022;2;1;3;True;True
011198-8;2023;3;0;3;True;False
014059-7;2024;3;0;3;True;False
015164-5;2022;3;0;3;True;False
015209-9;2022;3;0;3;True;False
015212-9;2024;3;0;3;True;False
015217-0;2023;3;0;3;True;False
017045-3;2021;3;0;3;True;False
017074-7;2024;3;0;3;True;False
017075-5;2022;3;0;3;True;False
017080-1;2024;3;0;3;True;False
017082-8;2024;3;0;3;True;False
017083-6;2023;3;0;3;True;False
017083-6;2025;3;0;3;True;False
022189-9;2023;3;0;3;True;False
023181-9;2024;3;0;3;True;False
025267-0;2023;3;0;3;True;False
025313-8;2024;3;0;3;True;False
029159-5;2024;3;0;3;True;False
001505-9;2022;1;1;2;True;True
001519-9;2024;2;0;2;True;False
001537-7;2022;2;0;2;True;False
001537-7;2023;2;0;2;True;False
001538-5;2022;2;0;2;True;False
001552-0;2023;2;0;2;True;False
002168-7;2023;2;0;2;True;False
002201-2;2024;2;0;2;True;False
002204-7;2024;2;0;2;True;False
002207-1;2023;2;0;2;True;False
003481-9;2023;2;0;2;True;False
004501-2;2023;2;0;2;True;False
004512-8;2022;0;2;2;False;True
004533-0;2023;2;0;2;True;False
004552-7;2025;0;2;2;False;True
005501-8;2022;2;0;2;True;False
005506-9;2023;2;0;2;True;False
005510-7;2022;2;0;2;True;False
005532-8;2023;2;0;2;True;False
005540-9;2023;1;1;2;True;True
008259-7;2020;2;0;2;True;False
008275-9;2024;2;0;2;True;False
008278-3;2024;2;0;2;True;False
008279-1;2023;2;0;2;True;False
008287-2;2023;2;0;2;True;False
008289-9;2024;2;0;2;True;False
009213-4;2024;2;0;2;True;False
011197-0;2024;2;0;2;True;False
015174-2;2022;2;0;2;True;False
015203-0;2024;2;0;2;True;False
015205-6;2024;2;0;2;True;False
015206-4;2022;2;0;2;True;False
015213-7;2023;2;0;2;True;False
015242-0;2024;2;0;2;True;False
015243-9;2024;2;0;2;True;False
017074-7;2023;2;0;2;True;False
017077-1;2022;2;0;2;True;False
017080-1;2022;2;0;2;True;False
017099-2;2025;2;0;2;True;False
023189-4;2023;2;0;2;True;False
023189-4;2025;2;0;2;True;False
025281-6;2024;1;1;2;True;True
025313-8;2025;2;0;2;True;False
083016-0;2024;2;0;2;True;False
093013-0;2024;2;0;2;True;False
095005-0;2024;2;0;2;True;False
096003-9;2025;2;0;2;True;False
001487-7;2023;1;0;1;True;False
001502-4;2021;1;0;1;True;False
001506-7;2022;1;0;1;True;False
001527-0;2024;1;0;1;True;False
001531-8;2022;1;0;1;True;False
001539-3;2025;1;0;1;True;False
001546-6;2024;1;0;1;True;False
001553-9;2023;1;0;1;True;False
001556-3;2025;1;0;1;True;False
001562-8;2024;1;0;1;True;False
002015-0;2024;0;1;1;False;True
002111-3;2022;0;1;1;False;True
002112-1;2024;1;0;1;True;False
002145-8;2024;1;0;1;True;False
002200-4;2024;1;0;1;True;False
002203-9;2023;1;0;1;True;False
003426-6;2023;1;0;1;True;False
003433-9;2023;1;0;1;True;False
003481-9;2024;1;0;1;True;False
004395-8;2022;1;0;1;True;False
004395-8;2023;1;0;1;True;False
004397-4;2023;1;0;1;True;False
004413-0;2021;1;0;1;True;False
004414-8;2025;1;0;1;True;False
004470-9;2020;1;0;1;True;False
004474-1;2022;0;1;1;False;True
004490-3;2024;0;1;1;False;True
004498-9;2023;1;0;1;True;False
004498-9;2024;1;0;1;True;False
004503-9;2022;1;0;1;True;False
004514-4;2024;0;1;1;False;True
004514-4;2025;0;1;1;False;True
004518-7;2022;1;0;1;True;False
004525-0;2021;1;0;1;True;False
004533-0;2022;1;0;1;True;False
004539-0;2024;1;0;1;True;False
004539-0;2025;1;0;1;True;False
004540-3;2023;1;0;1;True;False
005408-9;2023;0;1;1;False;True
005459-3;2022;1;0;1;True;False
005479-8;2022;1;0;1;True;False
005483-6;2023;1;0;1;True;False
005483-6;2024;1;0;1;True;False
005485-2;2021;1;0;1;True;False
005517-4;2023;1;0;1;True;False
005521-2;2025;1;0;1;True;False
005531-0;2024;1;0;1;True;False
005533-6;2025;1;0;1;True;False
005537-9;2024;0;1;1;False;True
005543-3;2023;0;1;1;False;True
005547-6;2024;1;0;1;True;False
008238-4;2022;1;0;1;True;False
008238-4;2024;1;0;1;True;False
008245-7;2022;1;0;1;True;False
008250-3;2021;1;0;1;True;False
008256-2;2020;1;0;1;True;False
008256-2;2023;1;0;1;True;False
008259-7;2022;1;0;1;True;False
008260-0;2023;1;0;1;True;False
008280-5;2023;1;0;1;True;False
008285-6;2023;1;0;1;True;False
008288-0;2023;1;0;1;True;False
008302-0;2024;1;0;1;True;False
009164-2;2023;1;0;1;True;False
009254-1;2022;1;0;1;True;False
009262-2;2022;1;0;1;True;False
009271-1;2021;1;0;1;True;False
009272-0;2023;1;0;1;True;False
011224-0;2023;1;0;1;True;False
014102-0;2024;1;0;1;True;False
014105-4;2024;1;0;1;True;False
015168-8;2022;1;0;1;True;False
015187-4;2022;1;0;1;True;False
015190-4;2022;0;1;1;False;True
015190-4;2023;1;0;1;True;False
015203-0;2025;1;0;1;True;False
015206-4;2023;1;0;1;True;False
015209-9;2023;1;0;1;True;False
015212-9;2025;1;0;1;True;False
015215-3;2023;1;0;1;True;False
015218-8;2023;1;0;1;True;False
015238-2;2025;1;0;1;True;False
017035-6;2020;1;0;1;True;False
017047-0;2021;1;0;1;True;False
017074-7;2025;1;0;1;True;False
017083-6;2024;1;0;1;True;False
017086-0;2025;0;1;1;False;True
017096-8;2025;1;0;1;True;False
021442-6;2022;1;0;1;True;False
021497-3;2024;1;0;1;True;False
021506-6;2025;1;0;1;True;False
022178-3;2024;1;0;1;True;False
022181-3;2024;1;0;1;True;False
022189-9;2024;1;0;1;True;False
023156-8;2021;1;0;1;True;False
023160-6;2025;1;0;1;True;False
023175-4;2024;0;1;1;False;True
023175-4;2025;1;0;1;True;False
023178-9;2022;1;0;1;True;False
023178-9;2023;1;0;1;True;False
024245-4;2022;1;0;1;True;False
025196-8;2021;1;0;1;True;False
025196-8;2022;1;0;1;True;False
025197-6;2024;0;1;1;False;True
025198-4;2023;1;0;1;True;False
025198-4;2025;1;0;1;True;False
025205-0;2025;1;0;1;True;False
025281-6;2023;1;0;1;True;False
025303-0;2023;1;0;1;True;False
025309-0;2023;1;0;1;True;False
025310-3;2023;1;0;1;True;False
025312-0;2024;1;0;1;True;False
025316-2;2024;1;0;1;True;False
029133-1;2022;1;0;1;True;False
029154-4;2023;1;0;1;True;False
029155-2;2023;0;1;1;False;True
029155-2;2024;1;0;1;True;False
029158-7;2023;0;1;1;False;True
093004-0;2023;1;0;1;True;False
093010-5;2023;1;0;1;True;False
093011-3;2025;1;0;1;True;False
093012-1;2023;1;0;1;True;False
095008-4;2024;1;0;1;True;False
